Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,HumanDevIndex,GovtType,HospitalBeds,Continent,PopDensity,AvgMarchTemp,Lockdown,Population,ScaledCases,ScaledFatalities
25,,Afghanistan,2/15/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
26,,Afghanistan,2/16/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
27,,Afghanistan,2/17/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
28,,Afghanistan,2/18/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
29,,Afghanistan,2/19/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
30,,Afghanistan,2/20/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
31,,Afghanistan,2/21/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
32,,Afghanistan,2/22/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
33,,Afghanistan,2/23/2020,0,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",0,0
34,,Afghanistan,2/24/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
35,,Afghanistan,2/25/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
36,,Afghanistan,2/26/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
37,,Afghanistan,2/27/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
38,,Afghanistan,2/28/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
39,,Afghanistan,2/29/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
40,,Afghanistan,3/1/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
41,,Afghanistan,3/2/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
42,,Afghanistan,3/3/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
43,,Afghanistan,3/4/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
44,,Afghanistan,3/5/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
45,,Afghanistan,3/6/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
46,,Afghanistan,3/7/2020,1,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.56882E-08,0
47,,Afghanistan,3/8/2020,4,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.02753E-07,0
48,,Afghanistan,3/9/2020,4,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.02753E-07,0
49,,Afghanistan,3/10/2020,5,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.28441E-07,0
50,,Afghanistan,3/11/2020,7,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.79818E-07,0
51,,Afghanistan,3/12/2020,7,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.79818E-07,0
52,,Afghanistan,3/13/2020,7,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.79818E-07,0
53,,Afghanistan,3/14/2020,11,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.8257E-07,0
54,,Afghanistan,3/15/2020,16,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",4.11012E-07,0
55,,Afghanistan,3/16/2020,21,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",5.39453E-07,0
56,,Afghanistan,3/17/2020,22,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",5.65141E-07,0
57,,Afghanistan,3/18/2020,22,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",5.65141E-07,0
58,,Afghanistan,3/19/2020,22,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",5.65141E-07,0
59,,Afghanistan,3/20/2020,24,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",6.16517E-07,0
60,,Afghanistan,3/21/2020,24,0,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",6.16517E-07,0
61,,Afghanistan,3/22/2020,40,1,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.02753E-06,2.56882E-08
62,,Afghanistan,3/23/2020,40,1,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.02753E-06,2.56882E-08
63,,Afghanistan,3/24/2020,74,1,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",1.90093E-06,2.56882E-08
64,,Afghanistan,3/25/2020,84,2,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.15781E-06,5.13764E-08
65,,Afghanistan,3/26/2020,94,4,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.41469E-06,1.02753E-07
66,,Afghanistan,3/27/2020,110,4,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.8257E-06,1.02753E-07
67,,Afghanistan,3/28/2020,110,4,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",2.8257E-06,1.02753E-07
68,,Afghanistan,3/29/2020,120,4,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",3.08259E-06,1.02753E-07
69,,Afghanistan,3/30/2020,170,4,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",4.367E-06,1.02753E-07
70,,Afghanistan,3/31/2020,174,4,0.496,Presidential Republic,0.5,Asia,59.63,47.3,no,"38,928,346",4.46975E-06,1.02753E-07
101,,Albania,1/22/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
102,,Albania,1/23/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
103,,Albania,1/24/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
104,,Albania,1/25/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
105,,Albania,1/26/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
106,,Albania,1/27/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
107,,Albania,1/28/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
108,,Albania,1/29/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
109,,Albania,1/30/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
110,,Albania,1/31/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
111,,Albania,2/1/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
112,,Albania,2/2/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
113,,Albania,2/3/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
114,,Albania,2/4/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
115,,Albania,2/5/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
116,,Albania,2/6/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
117,,Albania,2/7/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
118,,Albania,2/8/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
119,,Albania,2/9/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
120,,Albania,2/10/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
121,,Albania,2/11/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
122,,Albania,2/12/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
123,,Albania,2/13/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
124,,Albania,2/14/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
125,,Albania,2/15/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
126,,Albania,2/16/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
127,,Albania,2/17/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
128,,Albania,2/18/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
129,,Albania,2/19/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
130,,Albania,2/20/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
131,,Albania,2/21/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
132,,Albania,2/22/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
133,,Albania,2/23/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
134,,Albania,2/24/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
135,,Albania,2/25/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
136,,Albania,2/26/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
137,,Albania,2/27/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
138,,Albania,2/28/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
139,,Albania,2/29/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
140,,Albania,3/1/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
141,,Albania,3/2/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
142,,Albania,3/3/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
143,,Albania,3/4/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
144,,Albania,3/5/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
145,,Albania,3/6/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
146,,Albania,3/7/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
147,,Albania,3/8/2020,0,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",0,0
148,,Albania,3/9/2020,2,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",6.94976E-07,0
149,,Albania,3/10/2020,10,0,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",3.47488E-06,0
150,,Albania,3/11/2020,12,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",4.16986E-06,3.47488E-07
151,,Albania,3/12/2020,23,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",7.99222E-06,3.47488E-07
152,,Albania,3/13/2020,33,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",1.14671E-05,3.47488E-07
153,,Albania,3/14/2020,38,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",1.32045E-05,3.47488E-07
154,,Albania,3/15/2020,42,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",1.45945E-05,3.47488E-07
155,,Albania,3/16/2020,51,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",1.77219E-05,3.47488E-07
156,,Albania,3/17/2020,55,1,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",1.91118E-05,3.47488E-07
157,,Albania,3/18/2020,59,2,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",2.05018E-05,6.94976E-07
158,,Albania,3/19/2020,64,2,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",2.22392E-05,6.94976E-07
159,,Albania,3/20/2020,70,2,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",2.43242E-05,6.94976E-07
160,,Albania,3/21/2020,76,2,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",2.64091E-05,6.94976E-07
161,,Albania,3/22/2020,89,2,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",3.09264E-05,6.94976E-07
162,,Albania,3/23/2020,104,4,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",3.61388E-05,1.38995E-06
163,,Albania,3/24/2020,123,5,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",4.2741E-05,1.73744E-06
164,,Albania,3/25/2020,146,5,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",5.07333E-05,1.73744E-06
165,,Albania,3/26/2020,174,6,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",6.04629E-05,2.08493E-06
166,,Albania,3/27/2020,186,8,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",6.46328E-05,2.7799E-06
167,,Albania,3/28/2020,197,10,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",6.84551E-05,3.47488E-06
168,,Albania,3/29/2020,212,10,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",7.36675E-05,3.47488E-06
169,,Albania,3/30/2020,223,11,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",7.74898E-05,3.82237E-06
170,,Albania,3/31/2020,243,15,0.791,Parliamentary Republic,2.9,Europe,105,47.7,yes,"2,877,797",8.44396E-05,5.21232E-06
201,,Algeria,1/22/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
202,,Algeria,1/23/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
203,,Algeria,1/24/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
204,,Algeria,1/25/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
205,,Algeria,1/26/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
206,,Algeria,1/27/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
207,,Algeria,1/28/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
208,,Algeria,1/29/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
209,,Algeria,1/30/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
210,,Algeria,1/31/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
211,,Algeria,2/1/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
212,,Algeria,2/2/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
213,,Algeria,2/3/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
214,,Algeria,2/4/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
215,,Algeria,2/5/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
216,,Algeria,2/6/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
217,,Algeria,2/7/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
218,,Algeria,2/8/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
219,,Algeria,2/9/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
220,,Algeria,2/10/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
221,,Algeria,2/11/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
222,,Algeria,2/12/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
223,,Algeria,2/13/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
224,,Algeria,2/14/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
225,,Algeria,2/15/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
226,,Algeria,2/16/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
227,,Algeria,2/17/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
228,,Algeria,2/18/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
229,,Algeria,2/19/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
230,,Algeria,2/20/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
231,,Algeria,2/21/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
232,,Algeria,2/22/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
233,,Algeria,2/23/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
234,,Algeria,2/24/2020,0,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",0,0
235,,Algeria,2/25/2020,1,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.28045E-08,0
236,,Algeria,2/26/2020,1,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.28045E-08,0
237,,Algeria,2/27/2020,1,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.28045E-08,0
238,,Algeria,2/28/2020,1,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.28045E-08,0
239,,Algeria,2/29/2020,1,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.28045E-08,0
240,,Algeria,3/1/2020,1,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.28045E-08,0
241,,Algeria,3/2/2020,3,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",6.84134E-08,0
242,,Algeria,3/3/2020,5,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.14022E-07,0
243,,Algeria,3/4/2020,12,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.73654E-07,0
244,,Algeria,3/5/2020,12,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.73654E-07,0
245,,Algeria,3/6/2020,17,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",3.87676E-07,0
246,,Algeria,3/7/2020,17,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",3.87676E-07,0
247,,Algeria,3/8/2020,19,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",4.33285E-07,0
248,,Algeria,3/9/2020,20,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",4.56089E-07,0
249,,Algeria,3/10/2020,20,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",4.56089E-07,0
250,,Algeria,3/11/2020,20,0,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",4.56089E-07,0
251,,Algeria,3/12/2020,24,1,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",5.47307E-07,2.28045E-08
252,,Algeria,3/13/2020,26,2,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",5.92916E-07,4.56089E-08
253,,Algeria,3/14/2020,37,3,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",8.43766E-07,6.84134E-08
254,,Algeria,3/15/2020,48,4,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.09461E-06,9.12179E-08
255,,Algeria,3/16/2020,54,4,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.23144E-06,9.12179E-08
256,,Algeria,3/17/2020,60,4,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.36827E-06,9.12179E-08
257,,Algeria,3/18/2020,74,7,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.68753E-06,1.59631E-07
258,,Algeria,3/19/2020,87,9,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.98399E-06,2.0524E-07
259,,Algeria,3/20/2020,90,11,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",2.0524E-06,2.50849E-07
260,,Algeria,3/21/2020,139,15,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",3.16982E-06,3.42067E-07
261,,Algeria,3/22/2020,201,17,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",4.5837E-06,3.87676E-07
262,,Algeria,3/23/2020,230,17,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",5.24503E-06,3.87676E-07
263,,Algeria,3/24/2020,264,19,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",6.02038E-06,4.33285E-07
264,,Algeria,3/25/2020,302,21,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",6.88695E-06,4.78894E-07
265,,Algeria,3/26/2020,367,25,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",8.36924E-06,5.70112E-07
266,,Algeria,3/27/2020,409,26,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",9.32703E-06,5.92916E-07
267,,Algeria,3/28/2020,454,29,0.759,Semi-Presidential Republic,1.9,Africa,18.41,54.2,yes,"43,851,044",1.03532E-05,6.6133E-07
